product parent,category 1,category 2,name,base,barcode,cost_price,sale_price,manufacturer_srp,weight,manufacturer,supplier,store_sku,manufacturer_sku,supplier_sku,short_description,long_description,image_url,sub_image_url,meta_title,meta_desc,quantity,Color,Storage,Size,Zoom,Aperture,Pixel,Power Capacity
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Pink,Apple iPhone 5c 32GB,,5150.36,4319.1,4799,,Apple Asia Ltd,,101-APPI5C-MF330ZP/A,MF330ZP/A,,Apple iPhone 5c 32GB Pink,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Pink,32GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 16GB Space Grey,Apple iPhone 5s 16GB,,5150.36,5029.2,5588,1,Apple Asia Ltd,,101-APPI5S-MF352ZP/A,MF352ZP/A,,Apple iPhone 5s 16GB Space Grey,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Space Grey,16GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 16GB Silver,Apple iPhone 5s 16GB,,5150.36,5029.2,5588,1,Apple Asia Ltd,,101-APPI5S-MF353ZP/A,MF353ZP/A,,Apple iPhone 5s 16GB Silver,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Silver,16GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 16GB Gold,Apple iPhone 5s 16GB,,5150.36,5029.2,5588,1,Apple Asia Ltd,,101-APPI5S-MF354ZP/A,MF354ZP/A,,Apple iPhone 5s 16GB Gold,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Gold,16GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 32GB Space Grey,Apple iPhone 5s 32GB,,5943.92,5749.2,6388,1,Apple Asia Ltd,,101-APPI5S-MF355ZP/A,MF355ZP/A,,Apple iPhone 5s 32GB Space Grey,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Space Grey,32GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 32GB Silver,Apple iPhone 5s 32GB,,5943.92,5749.2,6388,1,Apple Asia Ltd,,101-APPI5S-MF356ZP/A,MF356ZP/A,,Apple iPhone 5s 32GB Silver,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Silver,32GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 32GB Gold,Apple iPhone 5s 32GB,,5943.92,5749.2,6388,1,Apple Asia Ltd,,101-APPI5S-MF357ZP/A,MF357ZP/A,,Apple iPhone 5s 32GB Gold,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Gold,32GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 64GB Space Grey,Apple iPhone 5s 64GB,,6737.48,6469.2,7188,1,Apple Asia Ltd,,101-APPI5S-MF358ZP/A,MF358ZP/A,,Apple iPhone 5s 64GB Space Grey,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Space Grey,64GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 64GB Silver,Apple iPhone 5s 64GB,,6737.48,6469.2,7188,1,Apple Asia Ltd,,101-APPI5S-MF359ZP/A,MF359ZP/A,,Apple iPhone 5s 64GB Silver,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Silver,64GB,,,,,
Mobile Phones,Apple,IPHONE5S,Apple iPhone 5s 64GB Gold,Apple iPhone 5s 64GB,,6737.48,6469.2,7188,1,Apple Asia Ltd,,101-APPI5S-MF360ZP/A,MF360ZP/A,,Apple iPhone 5s 64GB Gold,,http://www.dropshipgs.com/images/detailed/8/Apple-iPhone-5s-1.jpg,,,,,Gold,64GB,,,,,
Laptops,Apple,iMac,Apple iMac 21.5-inch:2.7GHz quad-core Intel i5,Apple iMac 21.5-inch 2.7GHz quad-core Intel i5,,9125.94,8899.2,9888,,Apple Asia Ltd,,103-APPIMC-ME086ZP/A,ME086ZP/A,,Apple iMac 21.5-inch:2.7GHz quad-core Intel i5,,,,,,,,,21.5inch,,,,
Laptops,Apple,iMac,Apple  iMac 21.5-inch: 2.9GHz quad-core i5,Apple iMac 21.5-inch 2.9GHz quad-core i5,,10604.14,10339.2,11488,,Apple Asia Ltd,,103-APPIMC-ME087ZP/A,ME087ZP/A,,Apple  iMac 21.5-inch: 2.9GHz quad-core i5,,,,,,,,,21.5inch,,,,
Laptops,Apple,iMac,Apple iMac 27-inch:3.2GHz quad-core Intel i5,Apple iMac 27-inch 3.2GHz quad-core Intel i5,,12821.44,12499.2,13888,,Apple Asia Ltd,,103-APPIMC-ME088ZP/A,ME088ZP/A,,Apple iMac 27-inch:3.2GHz quad-core Intel i5,,,,,,,,,27inch,,,,
Laptops,Apple,Mac Mini,Apple Mac mini 2.5GHz dual-core Intel Core i5,Apple Mac mini 2.5GHz dual-core Intel Core i5,,4336.8,4219.2,4688,1.5,Apple Asia Ltd,,103-APPMCM-MD387ZP/A,MD387ZP/A,,Apple Mac mini 2.5GHz dual-core Intel Core i5,,http://www.dropshipgs.com/images/detailed/6/2012-macmini-step1-hero.jpg,,,,,,,11inch,,,,
Laptops,Apple,Mac Mini,Apple Mac mini 2.3GHz quad-core Intel Core i7,Apple Mac mini 2.3GHz quad-core Intel Core i7,,5818.8,5659.2,6288,,Apple Asia Ltd,,103-APPMCM-MD388ZP/A,MD388ZP/A,,Apple Mac mini 2.3GHz quad-core Intel Core i7,,,,,,,,,13inch,,,,
Laptops,Apple,Mac Mini,Apple Mac mini 2.3GHZ with MAC OS X SERVER,Apple Mac mini 2.3GHZ with Mac OS X Server,,7300.8,7099.2,7888,,Apple Asia Ltd,,103-APPMCM-MD389ZP/A,MD389ZP/A,,Apple Mac mini 2.3GHZ with MAC OS X SERVER,,,,,,,,,13inch,,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 11 inch: 128GB,Apple MacBook Air 128GB 1.7GHz,,7839,7639.2,8488,,Apple Asia Ltd,,103-APPMBA-MD224ZP/A,MD224ZP/A,,Apple MACBOOK AIR 11 inch: 128GB,,,,,,,,128GB,11inch,,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13inch: 128GB,Apple MacBook Air 128GB 1.8GHz,,8486.4,8269.2,9188,,Apple Asia Ltd,,103-APPMBA-MD231ZP/A,MD231ZP/A,,Apple MACBOOK AIR 13inch: 128GB,,,,,,,,128GB,13inch,,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13 inch: 256GB,Apple MacBook Air 256GB 1.8GHz,,10615.8,9799.2,10888,,Apple Asia Ltd,,103-APPMBA-MD232ZP/A,MD232ZP/A,,Apple MACBOOK AIR 13 inch: 256GB,,,,,,,,,13inch,,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 11 inch: 128GB,Apple MacBook Air 128GB 1.3GHz,,7087.58,6919.2,7688,3,Apple Asia Ltd,,103-APPMBA-MD711ZP/A,MD711ZP/A,,Apple MACBOOK AIR 11 inch: 128GB,,http://www.dropshipgs.com/images/detailed/9/macbook-air-11-step1-hero-2013.png,,,,,,128GB,11inch,,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 11 inch: 256GB,Apple MacBook Air 256GB 1.3GHz,,8472.42,8269.2,9188,2.5,Apple Asia Ltd,,103-APPMBA-MD712ZP/A,MD712ZP/A,,Apple MACBOOK AIR 11 inch: 256GB,,http://www.dropshipgs.com/images/detailed/9/macbook-air-11-step1-hero-2013139995102153718ead439b2.png,,,,,,,11inch,,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13inch: 128GB,Apple MacBook Air 128GB 1.3GHz,,7826.68,7639.2,8488,,Apple Asia Ltd,,103-APPMBA-MD760ZP/A,MD760ZP/A,,Apple MACBOOK AIR 13inch: 128GB,,,,,,,,128GB,13inch,,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13 inch: 256GB,Apple MacBook Air 256GB 1.3GHz,,9211.52,8989.2,9988,3.5,Apple Asia Ltd,,103-APPMBA-MD761ZP/A,MD761ZP/A,,Apple MACBOOK AIR 13 inch: 256GB,,http://www.dropshipgs.com/images/detailed/8/macbook-air-11-step1-hero-2013.jpg,,,,,,,13inch,,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.3GHz Retina Display  i7,Apple MacBook Pro with Retina Display 2.3GHz,,15264.6,14299.2,15888,,Apple Asia Ltd,,103-APPMBP-MC975ZP/A,MC975ZP/A,,Apple MBP 15-inch: 2.3GHz Retina Display  i7,,,,,,,,,15inch,,,,
Laptops,Apple,MacBook Pro,Apple MBP 13-inch: 2.9GHz Dual-core i7,Apple MacBook Pro 2.9GHz,,10615.8,10339.2,11488,,Apple Asia Ltd,,103-APPMBP-MD102ZP/A,MD102ZP/A,,Apple MBP 13-inch: 2.9GHz Dual-core i7,,,,,,,,,13inch,,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.3GHz Quad-core i7,Apple MacBook Pro 2.3GHz,,12831,12499.2,13888,,Apple Asia Ltd,,103-APPMBP-MD103ZP/A,MD103ZP/A,,Apple MBP 15-inch: 2.3GHz Quad-core i7,,,,,,,,,15inch,,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.6GHz Quad-core i7,Apple MacBook Pro 2.6GHz,,15264.6,15199.2,16888,,Apple Asia Ltd,,103-APPMBP-MD104ZP/A,MD104ZP/A,,Apple MBP 15-inch: 2.6GHz Quad-core i7,,,,,,,,,15inch,,,,
Laptops,Apple,MacBook Pro,Apple MBP 13-inch: 2.5GHz Retina Display(128G),Apple MacBook Pro with Retina Display 2.5GHz,,10604.4,10339.2,11488,,Apple Asia Ltd,,103-APPMBP-MD212ZP/A,MD212ZP/A,,Apple MBP 13-inch: 2.5GHz Retina Display(128G),,,,,,,,,13inch,,,,
Laptops,Apple,MacBook Pro,"Apple MBP 15"" with Retina Display: 2.0GHz i7",Apple MacBook Pro with Retina Display 2.0GHz,,13801.72,13759.2,15288,2.5,Apple Asia Ltd,,103-APPMBP-ME293ZP/A,ME293ZP/A,,"Apple MBP 15"" with Retina Display: 2.0GHz i7",,http://www.dropshipgs.com/images/detailed/8/MBP.jpg,,,,,,,15inch,,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.4GHz Retina Display  i7,Apple MacBook Pro 15-inch with Retina Display,,15288,15199.2,16888,,Apple Asia Ltd,,103-APPMBP-ME664ZP/A,ME664ZP/A,,Apple MBP 15-inch: 2.4GHz Retina Display  i7,,,,,,,,,15inch,,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.7GHz Retina Display i7,Apple MacBook Pro with Retina Display 2.7GHz,,19445.4,19339.2,21488,,Apple Asia Ltd,,103-APPMBP-ME665ZP/A,ME665ZP/A,,Apple MBP 15-inch: 2.7GHz Retina Display i7,,,,,,,,,15inch,,,,
Laptops,Apple,MacBook Pro,"Apple MBP 13""  Retina Display: 2.4GHz i5,128GB",Apple MacBook Pro 13-inch with Retina Display,,9219.3,8989.2,9988,2.5,Apple Asia Ltd,,103-APPMBP-ME864ZP/A,ME864ZP/A,,"Apple MBP 13""  Retina Display: 2.4GHz i5,128GB",,http://www.dropshipgs.com/images/detailed/8/ME86.jpg,,,,,,128GB,13inch,,,,
Laptops,Apple,MacBook Pro,"Apple MBP 13""  Retina Display: 2.4GHz i5,256GB",Apple MacBook Pro 13-inch with Retina Display,,10604.14,10339.2,11488,2.5,Apple Asia Ltd,,103-APPMBP-ME865ZP/A,ME865ZP/A,,"Apple MBP 13""  Retina Display: 2.4GHz i5,256GB",,http://www.dropshipgs.com/images/detailed/8/ME8613843140305282f4ae7e79c.jpg,,,,,,256GB,13inch,,,,
Laptops,Apple,MacBook Pro,"Apple MBP 13""  Retina Display: 2.6GHz i5",Apple MacBook Pro with Retina Display 2.6GHz,,12821.44,12499.2,13888,2.5,Apple Asia Ltd,,103-APPMBP-ME866ZP/A,ME866ZP/A,,"Apple MBP 13""  Retina Display: 2.6GHz i5",,http://www.dropshipgs.com/images/detailed/8/ME8613843140705282f4d67faf3.jpg,,,,,,,13inch,,,,
Laptops,Apple,Display,Apple 27-INCH LED CINEMA DISPLAY-ITP COO,Apple 27-Inch LED Cinema Display,,6122.22,6919.2,7688,,Apple Asia Ltd,,103-APPDSP-MC007ZP/A,MC007ZP/A,,Apple 27-INCH LED CINEMA DISPLAY-ITP COO,,,,,,,,,27inch,,,,
Laptops,Apple,Display,Apple Thunderbolt Display - ITP,Apple Thunderbolt Display,,6926.4,6919.2,7688,,Apple Asia Ltd,,103-APPDSP-MC914ZP/B,MC914ZP/B,,Apple Thunderbolt Display - ITP,,,,,,,,,,,,,
Laptops,Apple,Apple TV,Apple TV - HKG,Apple TV,,694.2,709.2,788,,Apple Asia Ltd,,103-APPATV-MD199HK/A,MD199HK/A,,Apple TV - HKG,,,,,,,,,,,,,
Accessories,Laptops Accessories,Cable,Apple LIGHTNING TO USB CABLE (1M),Apple Lighting to USB Cable,,119.34,133.2,148,,Apple Asia Ltd,,203-APPCAB-MD818ZM/A,MD818ZM/A,,Apple LIGHTNING TO USB CABLE (1M),,,,,,,,,1m,,,,
Accessories,Laptops Accessories,Cable,Apple Lightning to USB Cable (2 m),Apple Lighting to USB Cable,,171.16,205.2,228,,Apple Asia Ltd,,203-APPCAB-MD819ZM/A,MD819ZM/A,,Apple Lightning to USB Cable (2 m),,,,,,,,,2m,,,,
Accessories,Laptops Accessories,Cable,Apple Lightning to USB Cable (0.5 m),Apple Lighting to USB Cable,,111.25,133.2,148,,Apple Asia Ltd,,203-APPCAB-ME291ZM/A,ME291ZM/A,,Apple Lightning to USB Cable (0.5 m),,,,,,,,,0.5m,,,,
Accessories,Laptops Accessories,Cable,Apple DOCK CONNECTOR TO USB CABLE,Apple Dock Connector to USB Cable,,110.48,133.2,148,,Apple Asia Ltd,,203-APPCAB-MA591G/C,MA591G/C,,Apple DOCK CONNECTOR TO USB CABLE,,,,,,,,,,,,,
Accessories,Laptops Accessories,Keyboard,Apple Keyboard with Numeric Keypad,Apple Keyboard with Numeric Keypad,,327.6,333,370,,Apple Asia Ltd,,203-APPKBD-MB110LL/B,MB110LL/B,,Apple Keyboard with Numeric Keypad,,,,,,,,,,,,,
Accessories,Laptops Accessories,Keyboard,Apple Wireless Keyboard- USA,Apple Wireless Keyboard,,452.4,466.2,518,,Apple Asia Ltd,,203-APPKBD-MC184LL/B,MC184LL/B,,Apple Wireless Keyboard- USA,,,,,,,,,,,,,
Accessories,Laptops Accessories,Mouse,Apple MOUSE-ZML,Apple Mouse,,327.6,333,370,,Apple Asia Ltd,,203-APPMOU-MB112ZM/B,MB112ZM/B,,Apple MOUSE-ZML,,,,,,,,,,,,,
Accessories,Laptops Accessories,Mouse,Apple Magic Mouse,Apple Magic Mouse,,452.4,466.2,518,0.5,Apple Asia Ltd,,203-APPMOU-MB829ZM/A,MB829ZM/A,,Apple Magic Mouse,,http://www.dropshipgs.com/images/detailed/8/magic_mouse.jpg,,,,,,,,,,,
Accessories,Laptops Accessories,Router,Apple Airport Express Base Station-itp,Apple Airport Express Base Station,,631.8,646.2,718,,Apple Asia Ltd,,203-APPROU-MC414ZP/A,MC414ZP/A,,Apple Airport Express Base Station-itp,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MINI DISPLAYPORT TO DVI ADAPTER,Apple Mini DisplayPort to DVI Adapter,,195,198,220,,Apple Asia Ltd,,203-APPADT-MB570Z/B,MB570Z/B,,Apple MINI DISPLAYPORT TO DVI ADAPTER,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MINI DISPLAYPORT TO DUAL-LINK DVI,Apple Mini DisplayPort to Dual Link DVI Adapter,,655.2,675,750,,Apple Asia Ltd,,203-APPADT-MB571Z/A,MB571Z/A,,Apple MINI DISPLAYPORT TO DUAL-LINK DVI,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MINI DISPLAYPORT TO VGA ADAPTER,Apple Mini DisplayPort to VGA Adapter,,195,196.2,218,,Apple Asia Ltd,,203-APPADT-MB572Z/B,MB572Z/B,,Apple MINI DISPLAYPORT TO VGA ADAPTER,,,,,,,,,,,,,
Accessories,Laptops Accessories,Remote,Apple Remote(Aluminium),Apple Remote,,110.76,133.2,148,,Apple Asia Ltd,,203-APPREM-MC377ZM/A,MC377ZM/A,,Apple Remote(Aluminium),,,,,,,,,,,,,
Accessories,Laptops Accessories,Mouse,Apple MAGIC TRACKPAD - ZML,Apple Magic Trackpad,,452.4,466.2,518,,Apple Asia Ltd,,203-APPMOU-MC380ZM/A,MC380ZM/A,,Apple MAGIC TRACKPAD - ZML,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple USB Ethernet Adapter -ZML,Apple USB Ethernet Adapter,,173.94,178.2,198,,Apple Asia Ltd,,203-APPADT-MC704ZM/A,MC704ZM/A,,Apple Apple USB Ethernet Adapter -ZML,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple Thunderbolt to Gigabit Ethernet Adapter,Apple Thunderbolt to Gigabit Ethernet Adapter,,195,196.2,218,,Apple Asia Ltd,,203-APPADT-MD463ZM/A,MD463ZM/A,,Apple Thunderbolt to Gigabit Ethernet Adapter,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple Thunderbolt to FireWire Adapter,Apple Thunderbolt to FireWire Adapter,,195,196.2,218,,Apple Asia Ltd,,203-APPADT-MD464ZM/A,MD464ZM/A,,Apple Thunderbolt to FireWire Adapter,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MAGSAFE TO MAGSAFE 2 CONVERTER-ZML,Apple MagSafe to MagSafe 2 Converter,,68.48,70.2,78,,Apple Asia Ltd,,203-APPADT-MD504ZM/A,MD504ZM/A,,Apple MAGSAFE TO MAGSAFE 2 CONVERTER-ZML,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple 85W MagSafe 2 Power Adapter(Retina,Apple 85W MagSafe 2 Power Adapter,,514.8,529.2,588,,Apple Asia Ltd,,203-APPADT-MD506B/A,MD506B/A,,Apple 85W MagSafe 2 Power Adapter(Retina,,,,,,,,,,,,,85W
Accessories,Laptops Accessories,External Storage,Apple USB SuperDrive,Apple USB SuperDrive,,514.8,529.2,588,,Apple Asia Ltd,,203-APPESG-MD564ZM/A,MD564ZM/A,,Apple USB SuperDrive,,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple 45W MagSafe 2 Power Adapter-MBA,Apple 45W MagSafe 2 Power Adapter for MacBook Air,,514.8,529.2,588,,Apple Asia Ltd,,203-APPADT-MD592B/A,MD592B/A,,Apple 45W MagSafe 2 Power Adapter-MBA,,,,,,,,,,,,,
Accessories,Laptops Accessories,Cable,Apple HDMI to HDMI Cable (1.8m)-ZML,Apple HDMI to HDMI Cable,,129.92,133.2,148,,Apple Asia Ltd,,203-APPCAB-MC838ZM/B,MC838ZM/B,,Apple HDMI to HDMI Cable (1.8m)-ZML,,,,,,,,,1.8m,,,,
Accessories,Laptops Accessories,Cable,Apple DIGITAL AV ADAPTER-ZML,Apple Digital AV Adapter,,226.2,268.2,298,,Apple Asia Ltd,,203-APPCAB-MD098ZM/A,MD098ZM/A,,Apple DIGITAL AV ADAPTER-ZML,,,,,,,,,,,,,
Accessories,Laptops Accessories,Cable,Apple THUNDERBOLT CABLE ( 2.0 M )-ZML,Apple Thunderbolt Cable,,257.4,259.2,288,,Apple Asia Ltd,,203-APPCAB-MD861ZM/A,MD861ZM/A,,Apple THUNDERBOLT CABLE ( 2.0 M )-ZML,,,,,,,,,2.0m,,,,
Accessories,Laptops Accessories,Cable,Apple THUNDERBOLT CABLE ( 0.5 M )-ZML,Apple Thunderbolt Cable,,195,196.2,218,,Apple Asia Ltd,,203-APPCAB-MD862ZM/A,MD862ZM/A,,Apple THUNDERBOLT CABLE ( 0.5 M )-ZML,,,,,,,,,0.5m,,,,
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple Macbook 60W Magsafe Power Adpt-GB,Apple 60W MagSafe Power Adapter for MacBook Pro,,514.8,529.2,588,,Apple Asia Ltd,,203-APPBTC-MC461B/A,MC461B/A,,Apple Macbook 60W Magsafe Power Adpt-GB,,,,,,,,,,,,,60W
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple BATTERY CHARGER - ITP,Apple Battery Charger,,187.2,196.2,218,,Apple Asia Ltd,,203-APPBTC-MC500ZP/A,MC500ZP/A,,Apple BATTERY CHARGER - ITP,,,,,,,,,,,,,
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple 85W MAGSAFE POWER ADAPTER-GBR COO-,Apple 85W MagSafe Power Adapter for MacBook Pro 15- and 17-inch,,514.8,529.2,588,,Apple Asia Ltd,,203-APPBTC-MC556B/B,MC556B/B,,Apple 85W MAGSAFE POWER ADAPTER-GBR COO-,,,,,,,,,,,,,85W
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple 45W MagSafe Power Adapter (B23),Apple 45W MagSafe Power Adapter for MacBook Air,,514.8,529.2,588,,Apple Asia Ltd,,203-APPBTC-MC747B/A,MC747B/A,,Apple 45W MagSafe Power Adapter (B23),,,,,,,,,,,,,45W
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple 60W MAGSAFE 2 POWER ADAPTER-GBR,"Apple 60W MagSafe 2 Power Adapter for 13"" MacBook Pro with Retina Display",,513.48,529.2,588,,Apple Asia Ltd,,203-APPBTC-MD565B/A,MD565B/A,,Apple 60W MAGSAFE 2 POWER ADAPTER-GBR,,,,,,,,,,,,,60W
Accessories,Laptops Accessories,External Storage,Apple TIME CAPSULE 2TB,Apple Time Capsule,,1921.66,1969.2,2188,1.5,Apple Asia Ltd,,203-APPESG-ME177ZP/A,ME177ZP/A,,Apple TIME CAPSULE 2TB,,http://www.dropshipgs.com/images/detailed/8/ME177.jpg,,,,,,2TB,,,,,
Accessories,Laptops Accessories,External Storage,Apple TIME CAPSULE 3TB,Apple Time Capsule,,2621.86,2689.2,2988,1.5,Apple Asia Ltd,,203-APPESG-ME182ZP/A,ME182ZP/A,,Apple TIME CAPSULE 3TB,,http://www.dropshipgs.com/images/detailed/8/ME1771393317419530c562b7de2e.jpg,,,,,,3TB,,,,,
Accessories,Laptops Accessories,Router,Apple Airport Extreme 802.11ac,Apple Airport Extreme,,1307.04,1339.2,1488,,Apple Asia Ltd,,203-APPROU-ME918ZP/A,ME918ZP/A,,Apple Airport Extreme 802.11ac,,,,,,,,,,,,,
Accessories,Tablets Accessories,Keyboard,Apple IPAD CAMERA CONNECTION KIT,Apple iPad Camera Connection Kit,,171.6,205.2,228,,Apple Asia Ltd,,202-APPKBD-MC531ZM/A,MC531ZM/A,,Apple IPAD CAMERA CONNECTION KIT,,,,,,,,,,,,,
Accessories,Tablets Accessories,Adapter,Apple IPAD 2 DOCK-ZML,Apple iPad 2 Dock,,171.6,205.2,228,,Apple Asia Ltd,,202-APPADT-MC940ZM/A,MC940ZM/A,,Apple IPAD 2 DOCK-ZML,,,,,,,,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Brown,Apple iPad mini Smart Case,,412.34,493.2,548,,Apple Asia Ltd,,202-APPCAS-ME706FE/A,ME706FE/A,,Apple iPad mini Smart Case - Brown,,,,,,,Brown,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Beige,Apple iPad mini Smart Case,,412.34,493.2,548,,Apple Asia Ltd,,202-APPCAS-ME707FE/A,ME707FE/A,,Apple iPad mini Smart Case - Beige,,,,,,,Beige,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Yellow,Apple iPad mini Smart Case,,412.34,493.2,548,,Apple Asia Ltd,,202-APPCAS-ME708FE/A,ME708FE/A,,Apple iPad mini Smart Case - Yellow,,,,,,,Yellow,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Blue,Apple iPad mini Smart Case,,412.34,493.2,548,,Apple Asia Ltd,,202-APPCAS-ME709FE/A,ME709FE/A,,Apple iPad mini Smart Case - Blue,,,,,,,Blue,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Black,Apple iPad mini Smart Case,,412.34,493.2,548,,Apple Asia Ltd,,202-APPCAS-ME710FE/A,ME710FE/A,,Apple iPad mini Smart Case - Black,,,,,,,Black,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Red,Apple iPad mini Smart Case,,412.34,493.2,548,,Apple Asia Ltd,,202-APPCAS-ME711FE/A,ME711FE/A,,Apple iPad mini Smart Case - Red,,,,,,,Red,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Brown,Apple iPad Air Smart Case,,466.8,556.2,618,,Apple Asia Ltd,,202-APPCAS-MF047FE/A,MF047FE/A,,Apple iPad Air Smart Case - Brown,,,,,,,Brown,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Beige,Apple iPad Air Smart Case,,466.8,556.2,618,,Apple Asia Ltd,,202-APPCAS-MF048FE/A,MF048FE/A,,Apple iPad Air Smart Case - Beige,,,,,,,Beige,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Yellow,Apple iPad Air Smart Case,,466.8,556.2,618,,Apple Asia Ltd,,202-APPCAS-MF049FE/A,MF049FE/A,,Apple iPad Air Smart Case - Yellow,,,,,,,Yellow,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Blue,Apple iPad Air Smart Case,,466.8,556.2,618,,Apple Asia Ltd,,202-APPCAS-MF050FE/A,MF050FE/A,,Apple iPad Air Smart Case - Blue,,,,,,,Blue,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Black,Apple iPad Air Smart Case,,466.8,556.2,618,,Apple Asia Ltd,,202-APPCAS-MF051FE/A,MF051FE/A,,Apple iPad Air Smart Case - Black,,,,,,,Black,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Red,Apple iPad Air Smart Case,,466.8,556.2,618,,Apple Asia Ltd,,202-APPCAS-MF052FE/A,MF052FE/A,,Apple iPad Air Smart Case - Red,,,,,,,Red,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Cover - Black,Apple iPad Air Smart Cover,,225.62,268.2,298,,Apple Asia Ltd,,202-APPCAS-MF053FE/A,MF053FE/A,,Apple iPad Air Smart Cover - Black,,,,,,,Black,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Cover - Blue,Apple iPad Air Smart Cover,,225.62,268.2,298,,Apple Asia Ltd,,202-APPCAS-MF054FE/A,MF054FE/A,,Apple iPad Air Smart Cover - Blue,,,,,,,Blue,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Cover - Pink,Apple iPad Air Smart Cover,,225.62,268.2,298,,Apple Asia Ltd,,202-APPCAS-MF055FE/A,MF055FE/A,,Apple iPad Air Smart Cover - Pink,,,,,,,Pink,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Cover - Green,Apple iPad Air Smart Cover,,225.62,268.2,298,,Apple Asia Ltd,,202-APPCAS-MF056FE/A,MF056FE/A,,Apple iPad Air Smart Cover - Green,,,,,,,Green,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Cover - Yellow,Apple iPad Air Smart Cover,,225.62,268.2,298,,Apple Asia Ltd,,202-APPCAS-MF057FE/A,MF057FE/A,,Apple iPad Air Smart Cover - Yellow,,,,,,,Yellow,,,,,,
